time_s,time_us,time_steady,accel[0],accel[1],accel[2],compass[0],compass[1],compass[2],light_diodes[0],light_diodes[1],light_diodes[2],light_diodes[3],light_diodes[4],light_diodes[5],light_diodes[6],light_diodes[7],light_diodes[8],light_diodes[9],light_dir_real[0],light_dir_real[1],light_dir_real[2],light_dir_measured[0],light_dir_measured[1],light_dir_measured[2],light_dir_error,quaternion[0],quaternion[1],quaternion[2],quaternion[3],flags,last_valid_gps_packet_time,seq,srcSystem,srcComponent,time_gregorian,log_timestamp,log_timestamp_gregorian
315965029,445000,229431,0.2105683833360672,0.5156532526016235,11.009377479553223,-0.35266992449760437,-0.5125660300254822,-1.2693705558776855,0.0064453124068677425,0.0064453124068677425,0.0064453124068677425,0.004833984188735485,0.0024169920943677425,0.0008056640508584678,0.0032226562034338713,0.0016113281017169356,0.0064453124068677425,0.004833984188735485,0.0,0.0,0.0,1.0,1.5707963705062866,0.0,-1.0,-0.44130921363830566,-0.023938164114952087,-0.00488740811124444,-0.8970224261283875,1,0,161,11,0,1980-01-06T03:03:49,1633357270.745544,2021-10-04T17:21:10
315965119,929000,319832,0.0023928226437419653,0.26440688967704773,10.466205596923828,0.08116059750318527,-0.5744596123695374,-1.4450855255126953,0.0024169920943677425,0.0064453124068677425,0.0040283203125,0.0024169920943677425,0.0032226562034338713,0.0008056640508584678,0.0024169920943677425,0.0024169920943677425,0.0040283203125,0.0008056640508584678,0.0,0.0,0.0,1.0,1.5707963705062866,0.0,-1.0,-0.72746741771698,-0.00033764448016881943,-0.016098514199256897,-0.6859532594680786,1,0,169,11,0,1980-01-06T03:05:19,1633357362.586465,2021-10-04T17:22:42
315965209,581000,409395,-0.4582255482673645,0.6197410225868225,11.645867347717285,-0.09482128918170929,-0.5693257451057434,-1.4376400709152222,0.0032226562034338713,0.008056640625,0.004833984188735485,0.0032226562034338713,0.0008056640508584678,0.0032226562034338713,0.0064453124068677425,0.007250976748764515,0.0040283203125,0.0032226562034338713,0.0,0.0,0.0,1.0,1.5707963705062866,0.0,-1.0,-0.5937820672988892,-0.0073485542088747025,-0.020979436114430428,-0.8043187856674194,1,0,149,11,0,1980-01-06T03:06:49,1633357451.3261409,2021-10-04T17:24:11
315965301,989000,501710,0.7657032608985901,1.2681961059570312,10.41356372833252,-0.6524513363838196,-0.046418700367212296,-1.368707299232483,0.15549317002296448,0.1007080078125,0.43425291776657104,0.37141114473342896,0.4205566346645355,0.015307617373764515,0.01369628868997097,0.01369628868997097,0.011279297061264515,0.0040283203125,0.0,0.0,0.0,0.46207377314567566,1.7359533309936523,-1.243523359298706,0.04359882324934006,-0.15726980566978455,0.02459162287414074,0.05109025537967682,0.9859265685081482,1,0,194,11,0,1980-01-06T03:08:21,1633357543.4067369,2021-10-04T17:25:43
315965391,997000,591629,0.5216353535652161,0.7692924737930298,9.985248565673828,0.37398645281791687,-0.33771970868110657,-1.5121445655822754,0.03061523474752903,0.02980956993997097,0.01611328125,0.00966796837747097,0.01772460900247097,0.03786621242761612,0.03706054762005806,0.3117919862270355,0.46647948026657104,0.46003419160842896,0.0,0.0,0.0,0.49581870436668396,1.5517914295196533,1.465604543685913,4.086924931812064e-08,-0.9851349592208862,-0.06523355841636658,0.02553286962211132,-0.15684936940670013,1,0,183,11,0,1980-01-06T03:09:51,1633357635.076848,2021-10-04T17:27:15
315965481,992000,681534,-0.12681959569454193,1.4656038284301758,10.89571762084961,0.2581518292427063,-0.17304758727550507,-1.5525710582733154,0.01369628868997097,0.01047363318502903,0.01611328125,0.0120849609375,0.01611328125,0.3931640684604645,0.37785643339157104,0.500317394733429,0.22800293564796448,0.20222167670726776,0.0,0.0,0.0,0.4866996705532074,1.5550657510757446,2.622828483581543,0.05463404208421707,0.5737699866294861,-0.0028152482118457556,0.06296759098768234,0.816587507724762,1,0,156,11,0,1980-01-06T03:11:21,1633357723.937144,2021-10-04T17:28:43
315965571,951000,771403,0.29790642857551575,1.2287143468856812,10.388440132141113,0.48623016476631165,0.06784892827272415,-1.469470500946045,0.01369628868997097,0.01369628868997097,0.0120849609375,0.0120849609375,0.01853027381002903,0.4616455137729645,0.3971923887729645,0.46647948026657104,0.10231933742761612,0.14340820908546448,0.0,0.0,0.0,0.49750158190727234,1.7264915704727173,2.844752550125122,0.05370916798710823,0.960981547832489,0.04796444997191429,-0.03028280846774578,-0.2707338333129883,1,0,143,11,0,1980-01-06T03:12:51,1633357812.4872649,2021-10-04T17:30:12
315965663,133000,862495,0.3445664644241333,1.2239288091659546,10.603793144226074,0.3199823498725891,-0.2680797576904297,-1.576720118522644,0.01047363318502903,0.011279297061264515,0.01369628868997097,0.012890624813735485,0.0120849609375,0.2578125,0.2296142578125,0.5011230707168579,0.38591307401657104,0.3988037109375,0.0,0.0,0.0,0.5003541111946106,1.6308578252792358,2.1303257942199707,0.023697979748249054,-0.9903903603553772,-0.07109849154949188,0.012446773238480091,-0.11797056347131729,1,0,144,11,0,1980-01-06T03:14:23,1633357905.037204,2021-10-04T17:31:45
315965753,296000,952568,0.16271193325519562,2.073380708694458,13.417752265930176,0.15532836318016052,0.016613425686955452,-1.6921638250350952,0.00966796837747097,0.0120849609375,0.0120849609375,0.012890624813735485,0.01369628868997097,0.13937988877296448,0.23928222060203552,0.49628907442092896,0.43989259004592896,0.3665771484375,0.0,0.0,0.0,0.5072898864746094,1.3185409307479858,2.0223639011383057,0.05252521112561226,0.06003563478589058,0.03186178207397461,-0.036417774856090546,-0.9970226883888245,1,0,130,11,0,1980-01-06T03:15:53,1633357994.207108,2021-10-04T17:33:14
315965842,702000,1041885,0.2584248483181,0.41156548261642456,10.37767219543457,0.1205890104174614,-0.7905998826026917,-1.5417977571487427,0.34724122285842896,0.26103514432907104,0.02497558668255806,0.0064453124068677425,0.01933593675494194,0.01691894605755806,0.008056640625,0.02578124962747097,0.30534666776657104,0.38994139432907104,0.0,0.0,0.0,0.507157564163208,1.8195232152938843,0.8520483374595642,0.0012200748315081,0.7780997157096863,0.0210711769759655,-0.0017050604801625013,0.6277849078178406,1,0,94,11,0,1980-01-06T03:17:22,1633358084.3371608,2021-10-04T17:34:44
315965936,771000,1135860,-0.22013968229293823,0.9439685344696045,9.767501831054688,-0.05728181079030037,-0.10647016763687134,-1.7964706420898438,0.02980956993997097,0.0322265625,0.2602294981479645,0.48420411348342896,0.4930664002895355,0.04270019382238388,0.06203613430261612,0.00966796837747097,0.008862304501235485,0.01047363318502903,0.0,0.0,0.0,0.5419051647186279,1.594706416130066,-1.855143666267395,5.666781888180594e-08,-0.21531572937965393,0.003979886416345835,-0.04434806481003761,-0.9755288362503052,1,0,171,11,0,1980-01-06T03:18:56,1633358176.9684758,2021-10-04T17:36:16
315966032,71000,1231070,0.5934200286865234,1.054038405418396,10.219745635986328,0.33756446838378906,0.0121926199644804,-1.618631362915039,0.00966796837747097,0.01047363318502903,0.008862304501235485,0.007250976748764515,0.0120849609375,0.19577637314796448,0.19094237685203552,0.507568359375,0.4310302734375,0.43586426973342896,0.0,0.0,0.0,0.5172713398933411,1.5844584703445435,1.9993754625320435,0.03407661244273186,-0.9458345770835876,-0.008074725978076458,0.006117171607911587,-0.32449090480804443,1,0,10,11,0,1980-01-06T03:20:32,1633358275.476505,2021-10-04T17:37:55
315966127,728000,1326632,0.3924228847026825,0.8566304445266724,11.144572257995605,0.37547793984413147,0.3030623197555542,-1.5689043998718262,0.008056640625,0.007250976748764515,0.007250976748764515,0.008862304501235485,0.01369628868997097,0.4833984375,0.4495605528354645,0.523681640625,0.13374023139476776,0.13535156846046448,0.0,0.0,0.0,0.5400218963623047,1.6187973022460938,2.8376431465148926,0.06862015277147293,-0.9627959728240967,-0.009718487039208412,0.03760254383087158,0.26742392778396606,1,0,129,11,0,1980-01-06T03:22:07,1633358369.396301,2021-10-04T17:39:29
315966221,215000,1420026,0.6915256977081299,1.2263215780258179,10.642078399658203,-0.031547728925943375,-0.2042141556739807,-2.0241661071777344,0.0362548828125,0.04672851413488388,0.01047363318502903,0.008862304501235485,0.01047363318502903,0.004833984188735485,0.007250976748764515,0.01369628868997097,0.06203613430261612,0.05559081956744194,0.0,0.0,0.0,1.0,1.5707963705062866,0.0,-1.0,0.4900282323360443,0.04997074604034424,0.041320811957120895,0.8692916035652161,1,0,200,11,0,1980-01-06T03:23:41,1633358462.646888,2021-10-04T17:41:02
315966310,807000,1509527,0.5288137793540955,1.2095718383789062,10.232905387878418,-0.8652647733688354,0.581320583820343,-1.7326436042785645,0.02336425706744194,0.01691894605755806,0.12971191108226776,0.23283691704273224,0.30534666776657104,0.08620605617761612,0.024169921875,0.0,0.0064453124068677425,0.0056396485306322575,0.0,0.0,0.0,0.3222311735153198,1.9060018062591553,-1.915833592414856,0.0,-0.4203605353832245,0.011777645908296108,0.08384878188371658,0.9033978581428528,1,0,176,11,0,1980-01-06T03:25:10,1633358552.486248,2021-10-04T17:42:32
315966398,586000,1597220,0.5240281820297241,0.8638089299201965,10.047462463378906,0.04685960337519646,-0.3244011700153351,-1.9606271982192993,0.28520506620407104,0.3182373046875,0.34965819120407104,0.15227051079273224,0.09506835788488388,0.0040283203125,0.004833984188735485,0.0040283203125,0.0064453124068677425,0.008862304501235485,0.0,0.0,0.0,0.36240240931510925,1.4664829969406128,-0.44758790731430054,0.02412615530192852,0.1319669783115387,0.012936057522892952,0.05648808553814888,0.9895586967468262,1,0,92,11,0,1980-01-06T03:26:38,1633358639.816345,2021-10-04T17:43:59
315966488,343000,1686887,0.49651071429252625,1.8197416067123413,11.787043571472168,0.30491748452186584,-0.5565449595451355,-1.8829107284545898,0.01691894605755806,0.02175292931497097,0.09748534858226776,0.4552001953125,0.4568115174770355,0.14582519233226776,0.16193847358226776,0.0,0.0032226562034338713,0.0032226562034338713,0.0,0.0,0.0,0.51226806640625,1.5501021146774292,-1.8962525129318237,0.012877000495791435,-0.8995690941810608,-0.04953579604625702,-0.022815300151705742,-0.43336021900177,1,0,60,11,0,1980-01-06T03:28:08,1633358729.825973,2021-10-04T17:45:29
315966578,235000,1776689,-0.1375872939825058,1.5050853490829468,10.152746200561523,-0.4480450451374054,-0.45178985595703125,-1.9693578481674194,0.43989259004592896,0.45036619901657104,0.4189453125,0.06284179538488388,0.05720214918255806,0.0056396485306322575,0.0040283203125,0.0040283203125,0.0064453124068677425,0.008862304501235485,0.0,0.0,0.0,0.48860251903533936,1.5394541025161743,-0.24567943811416626,3.9157491471542016e-08,-0.5601673126220703,-0.03532044216990471,-0.022364089265465736,-0.8273239731788635,1,0,40,11,0,1980-01-06T03:29:38,1633358819.902984,2021-10-04T17:46:59
315966668,174000,1866539,-0.5706881880760193,4.256831169128418,11.788241386413574,-1.2062963247299194,-0.6374040842056274,-1.6094191074371338,0.02336425706744194,0.08137206733226776,0.2755371034145355,0.43022459745407104,0.2795654237270355,0.004833984188735485,0.02658691443502903,0.0016113281017169356,0.0024169920943677425,0.0016113281017169356,0.0,0.0,0.0,0.4373670816421509,1.0430594682693481,-1.5390490293502808,7.1540306123552e-08,-0.08929180353879929,0.005658809095621109,-0.15648981928825378,-0.9836187958717346,1,0,10,11,0,1980-01-06T03:31:08,1633358908.918568,2021-10-04T17:48:28
315966758,369000,1956644,0.0263210479170084,1.1545369625091553,11.002198219299316,-0.2959311604499817,0.03328552842140198,-2.0188610553741455,0.02578124962747097,0.01933593675494194,0.15871581435203552,0.3730224668979645,0.43183594942092896,0.11118163913488388,0.06525878608226776,0.008056640625,0.0024169920943677425,0.0040283203125,0.0,0.0,0.0,0.43598058819770813,1.6704672574996948,-1.8836922645568848,0.09314178675413132,0.18238797783851624,0.016261951997876167,-0.029145820066332817,-0.9826599955558777,1,0,2,11,0,1980-01-06T03:32:38,1633358999.8541598,2021-10-04T17:49:59
315966848,368000,2046554,-0.34695929288864136,0.8506484031677246,9.229116439819336,-0.1910257786512375,-0.3625929057598114,-1.9727061986923218,0.0032226562034338713,0.0016113281017169356,0.0008056640508584678,0.008862304501235485,0.00966796837747097,0.36577147245407104,0.39396971464157104,0.38188475370407104,0.056396484375,0.0016113281017169356,0.0,0.0,0.0,0.42844298481941223,1.4744312763214111,2.8174777030944824,7.797793699637623e-08,0.5218223333358765,0.01777716539800167,0.016979308798909187,0.8526999354362488,1,0,235,11,0,1980-01-06T03:34:08,1633359088.849876,2021-10-04T17:51:28
315966939,157000,2137253,-0.04546363279223442,1.3184452056884766,11.856435775756836,-0.33697327971458435,0.43528318405151367,-1.7302438020706177,0.004833984188735485,0.0040283203125,0.0032226562034338713,0.0120849609375,0.01047363318502903,0.3689941465854645,0.37785643339157104,0.31501466035842896,0.03303222730755806,0.02658691443502903,0.0,0.0,0.0,0.400502473115921,1.538441777229309,3.021129608154297,4.832857669612167e-08,0.5052846670150757,0.03800757974386215,-0.0328645296394825,-0.8614886999130249,1,0,239,11,0,1980-01-06T03:35:39,1633359178.126821,2021-10-04T17:52:58
315967027,121000,2225130,0.2225324958562851,0.5252245664596558,8.757730484008789,-0.17332157492637634,-0.014015457592904568,-2.120431423187256,0.0040283203125,0.0032226562034338713,0.0056396485306322575,0.1007080078125,0.0845947265625,0.3367675840854645,0.32709962129592896,0.10715331882238388,0.012890624813735485,0.015307617373764515,0.0,0.0,0.0,0.3749634921550751,1.6957696676254272,-2.732708215713501,0.08662517368793488,-0.26752910017967224,-0.005250341258943081,0.021954301744699478,0.9632853269577026,1,0,159,11,0,1980-01-06T03:37:07,1633359266.2841039,2021-10-04T17:54:26
315967117,878000,2315797,-0.30149564146995544,0.8315058350563049,11.4771728515625,0.46466267108917236,-0.39178404211997986,-1.8616700172424316,0.0040283203125,0.0008056640508584678,0.0008056640508584678,0.0032226562034338713,0.008862304501235485,0.31501466035842896,0.23122557997703552,0.3440185487270355,0.120849609375,0.19174805283546448,0.0,0.0,0.0,0.36036601662635803,1.8899486064910889,2.6160190105438232,0.0314987450838089,0.9055392742156982,0.02509441040456295,0.029228009283542633,0.4225098490715027,1,0,157,11,0,1980-01-06T03:38:37,1633359359.0220919,2021-10-04T17:55:59
315967295,730000,2493478,1.2071789503097534,2.504088878631592,15.623934745788574,-0.3650112748146057,0.5616911053657532,-1.6608574390411377,0.0056396485306322575,0.0008056640508584678,0.0024169920943677425,0.040283203125,0.10795898735523224,0.29729002714157104,0.23283691704273224,0.09184570610523224,0.015307617373764515,0.01691894605755806,0.0,0.0,0.0,0.30812332034111023,1.881575107574463,-2.863292932510376,4.103066331140326e-08,-0.5336118936538696,-0.021180661395192146,0.07429760694503784,0.8421933054924011,1,0,55,11,0,1980-01-06T03:41:35,1633359536.667304,2021-10-04T17:58:56
315967387,289000,2584946,-0.5647061467170715,0.7549355626106262,11.235498428344727,0.3720507025718689,-0.5920388102531433,-1.8733285665512085,0.0064453124068677425,0.004833984188735485,0.03706054762005806,0.2521728575229645,0.27473145723342896,0.1248779296875,0.10393066704273224,0.0032226562034338713,0.0,0.0024169920943677425,0.0,0.0,0.0,0.30730390548706055,1.6744647026062012,-1.9804762601852417,0.001971946796402335,-0.9537214040756226,-0.03341968357563019,-0.03136429563164711,-0.2971782088279724,1,0,72,11,0,1980-01-06T03:43:07,1633359626.745656,2021-10-04T18:00:26
315967473,483000,2671054,0.09451648592948914,2.053041934967041,14.579468727111816,0.3194504976272583,0.0035824149381369352,-1.9229013919830322,0.01450195349752903,0.0064453124068677425,0.05881347507238388,0.19577637314796448,0.2795654237270355,0.13776855170726776,0.04270019382238388,0.0,0.0,0.004833984188735485,0.0,0.0,0.0,0.2989727258682251,1.9929300546646118,-1.9542216062545776,0.0,0.9874564409255981,0.06708990037441254,-0.01894223503768444,-0.1416684091091156,1,0,207,11,0,1980-01-06T03:44:33,1633359714.203712,2021-10-04T18:01:54
315967563,265000,2760747,0.43190446496009827,0.6915256977081299,11.913863182067871,0.8939945697784424,-0.9312520623207092,-1.3991942405700684,0.04672851413488388,0.03383789211511612,0.0,0.0016113281017169356,0.0,0.015307617373764515,0.0024169920943677425,0.0684814453125,0.2634521424770355,0.23686523735523224,0.0,0.0,0.0,1.0,1.5707963705062866,0.0,-1.0,0.9319524168968201,0.018905971199274063,-0.0013789818622171879,0.3620847761631012,1,0,186,11,0,1980-01-06T03:46:03,1633359803.572413,2021-10-04T18:03:23
315967649,27000,2846425,-0.3038884699344635,1.069591760635376,11.576476097106934,-0.12455593794584274,0.37567007541656494,-1.9290106296539307,0.03142089769244194,0.01450195349752903,0.16032715141773224,0.16596679389476776,0.24411621689796448,0.02497558668255806,0.0056396485306322575,0.0008056640508584678,0.0016113281017169356,0.0,0.0,0.0,0.0,0.24644869565963745,2.05281925201416,-1.5317028760910034,6.22236484559835e-08,0.35283684730529785,0.04980956017971039,-0.009766404516994953,-0.9343070983886719,1,0,59,11,0,1980-01-06T03:47:29,1633359888.110545,2021-10-04T18:04:48
315967737,831000,2935141,0.534795880317688,1.093519926071167,14.854641914367676,0.039217300713062286,-0.7356776595115662,-1.9301199913024902,0.00966796837747097,0.024169921875,0.13937988877296448,0.20705565810203552,0.18691405653953552,0.0032226562034338713,0.01047363318502903,0.0,0.0,0.0008056640508584678,0.0,0.0,0.0,0.2120550274848938,1.4314905405044556,-1.6304287910461426,0.0,0.4691222608089447,0.009561482816934586,0.056870486587285995,0.8812483549118042,1,0,6,11,0,1980-01-06T03:48:57,1633359976.249692,2021-10-04T18:06:16
315967824,982000,3022206,-0.06939185410737991,1.5613168478012085,14.606986045837402,-0.2694981098175049,0.12606403231620789,-1.9050298929214478,0.0016113281017169356,0.011279297061264515,0.0016113281017169356,0.0,0.0008056640508584678,0.008862304501235485,0.02980956993997097,0.13857421278953552,0.18369141221046448,0.11601562798023224,0.0,0.0,0.0,0.1911848485469818,1.026886224746704,1.795810580253601,5.735239128057401e-08,0.24483664333820343,0.012924808077514172,-0.049468137323856354,-0.96821528673172,1,0,172,11,0,1980-01-06T03:50:24,1633360064.4881759,2021-10-04T18:07:44
315967913,638000,3110773,-0.5527420043945312,1.3495519161224365,11.473584175109863,0.3980179727077484,-1.4467740058898926,-1.2423449754714966,0.09184570610523224,0.15227051079273224,0.0765380859375,0.01611328125,0.007250976748764515,0.0008056640508584678,0.0,0.0,0.008862304501235485,0.0008056640508584678,0.0,0.0,0.0,1.0,1.5707963705062866,0.0,-1.0,-0.7976827621459961,-0.018619278445839882,-0.06642521172761917,-0.5991186499595642,1,0,112,11,0,1980-01-06T03:51:53,1633360152.5567079,2021-10-04T18:09:12
315968003,301000,3200348,-0.5371886491775513,2.056631088256836,14.971891403198242,0.29863226413726807,-0.2617208659648895,-1.9222462177276611,0.0064453124068677425,0.0064453124068677425,0.06364746391773224,0.10312499850988388,0.11923827975988388,0.0120849609375,0.007250976748764515,0.0008056640508584678,0.0008056640508584678,0.0008056640508584678,0.0,0.0,0.0,1.0,1.5707963705062866,0.0,-1.0,0.9060857892036438,0.049643393605947495,0.050250448286533356,0.41715574264526367,1,0,88,11,0,1980-01-06T03:53:23,1633360242.235949,2021-10-04T18:10:42
315968093,703000,3290660,0.25363919138908386,0.5718846321105957,13.797015190124512,0.48479822278022766,0.01803830824792385,-1.670306921005249,0.0008056640508584678,0.0008056640508584678,0.0016113281017169356,0.0,0.0016113281017169356,0.06767578423023224,0.05478515475988388,0.07895507663488388,0.03303222730755806,0.0443115234375,0.0,0.0,0.0,1.0,1.5707963705062866,0.0,-1.0,0.9936705827713013,0.027206746861338615,-0.009193899109959602,-0.10860016196966171,1,0,88,11,0,1980-01-06T03:54:53,1633360334.385236,2021-10-04T18:12:14
315968184,534000,3381402,-0.14117653667926788,1.1509476900100708,12.283555030822754,0.5349268317222595,-0.842195451259613,-1.7065839767456055,0.0322265625,0.04511718824505806,0.011279297061264515,0.0064453124068677425,0.0008056640508584678,0.0008056640508584678,0.0,0.0,0.0201416015625,0.0056396485306322575,0.0,0.0,0.0,1.0,1.5707963705062866,0.0,-1.0,0.9100250005722046,0.03456516191363335,0.026085468009114265,0.4122854173183441,1,0,104,11,0,1980-01-06T03:56:24,1633360425.055276,2021-10-04T18:13:45
315968274,49000,3470828,0.02991028130054474,0.9678966999053955,11.1373929977417,0.03391747549176216,0.05971336364746094,-1.9186763763427734,0.0,0.0016113281017169356,0.0016113281017169356,0.0,0.0,0.01691894605755806,0.01772460900247097,0.01691894605755806,0.0024169920943677425,0.0032226562034338713,0.0,0.0,0.0,1.0,1.5707963705062866,0.0,-1.0,-0.7934313416481018,-0.04507077857851982,0.019510019570589066,0.6066750884056091,1,0,80,11,0,1980-01-06T03:57:54,1633360513.9823089,2021-10-04T18:15:13
315968363,478000,3560169,-0.882951557636261,1.1605188846588135,9.943374633789062,0.21778595447540283,0.20529833436012268,-1.7302818298339844,0.0008056640508584678,0.0008056640508584678,0.0008056640508584678,0.0,0.0,0.0,0.0,0.0032226562034338713,0.0,0.0056396485306322575,0.0,0.0,0.0,1.0,1.5707963705062866,0.0,-1.0,-0.48325514793395996,-0.10289493203163147,-0.011066540144383907,0.8693414926528931,1,0,60,11,0,1980-01-06T03:59:23,1633360603.151413,2021-10-04T18:16:43
315968453,948000,3650555,-0.4414757788181305,1.3148560523986816,9.635896682739258,-0.8458580374717712,-0.18289214372634888,-1.7292320728302002,0.0008056640508584678,0.0016113281017169356,0.0008056640508584678,0.0040283203125,0.0016113281017169356,0.0040283203125,0.0,0.0,0.0,0.0016113281017169356,0.0,0.0,0.0,1.0,1.5707963705062866,0.0,-1.0,0.015926731750369072,-0.011343234218657017,0.06576768308877945,0.9976433515548706,1,0,46,11,0,1980-01-06T04:00:53,1633360692.87986,2021-10-04T18:18:12
315968542,424000,3738943,0.22612173855304718,1.4931212663650513,9.950552940368652,-0.5107447504997253,0.1396666020154953,-1.8272860050201416,0.0008056640508584678,0.0008056640508584678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008056640508584678,0.0,0.0,0.0,1.0,1.5707963705062866,0.0,-1.0,-0.3427048325538635,-0.02143516018986702,0.06335214525461197,0.9370594620704651,1,0,0,11,0,1980-01-06T04:02:22,1633360781.2589278,2021-10-04T18:19:41
315968631,91000,3827523,0.5479563474655151,2.4335005283355713,15.125031471252441,0.0013581616804003716,-0.7704058885574341,-1.7269703149795532,0.0008056640508584678,0.0016113281017169356,0.0016113281017169356,0.0,0.0040283203125,0.0,0.0008056640508584678,0.0,0.0016113281017169356,0.02739257737994194,0.0,0.0,0.0,1.0,1.5707963705062866,0.0,-1.0,0.9837033748626709,0.163473978638649,-0.07358573377132416,-0.013749765232205391,1,0,87,11,0,1980-01-06T04:03:51,1633360869.857537,2021-10-04T18:21:09
315968719,468000,3915812,-0.7250252366065979,2.062613010406494,5.739184856414795,0.0013581616804003716,-0.7704058885574341,-1.7269703149795532,0.0016113281017169356,0.0016113281017169356,0.0008056640508584678,0.0016113281017169356,0.0,0.0,0.0,0.0,0.0,0.0008056640508584678,0.0,0.0,0.0,1.0,1.5707963705062866,0.0,-1.0,-0.28874462842941284,-0.11260968446731567,-0.12170234322547913,-0.9429391026496887,1,0,63,11,0,1980-01-06T04:05:19,1633360958.346592,2021-10-04T18:22:38
315968808,617000,4004916,-0.5312066078186035,1.0133603811264038,10.682756423950195,0.0013581616804003716,-0.7704058885574341,-1.7269703149795532,0.0016113281017169356,0.0008056640508584678,0.0016113281017169356,0.0,0.0,0.0,0.0,0.0,0.0008056640508584678,0.0,0.0,0.0,0.0,1.0,1.5707963705062866,0.0,-1.0,-0.7972174286842346,-0.10042943805456161,0.13150615990161896,0.5805724859237671,1,0,32,11,0,1980-01-06T04:06:48,1633361046.945797,2021-10-04T18:24:06
315968895,309000,4091609,-0.2189432680606842,1.4057832956314087,9.060422897338867,0.0,0.0,0.0,0.0016113281017169356,0.0008056640508584678,0.0008056640508584678,0.0,0.0024169920943677425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5707963705062866,0.0,-1.0,-0.597741961479187,0.03020452708005905,-0.02103438414633274,0.8008431792259216,0,0,220,11,0,1980-01-06T04:08:15,1633361135.2960289,2021-10-04T18:25:35
315968985,842000,4182141,0.056231334805488586,1.9310078620910645,9.607182502746582,0.0,0.0,0.0,0.0008056640508584678,0.0,0.0016113281017169356,0.0,0.0,0.0008056640508584678,0.0,0.0,0.0008056640508584678,0.0,0.0,0.0,0.0,1.0,1.5707963705062866,0.0,-1.0,0.6028409600257874,-0.06150870397686958,-0.05709404870867729,-0.7934353947639465,0,0,231,11,0,1980-01-06T04:09:45,1633361225.4241118,2021-10-04T18:27:05
